52e43c50-0a1d-4290-accc-d8b575097f94,29.565745,-95.244146,"Pearland, TX, USA"
e7671d9b-d187-45a6-a5b6-babae0abdf07,29.538329,-95.254282,"Pearland, TX, USA"
1625ab3d-e30e-4725-b8cf-36ef3ed6f614,29.571415,-95.264015,"Pearland, TX, USA"
75f6a848-69ba-4485-8875-05509fc9b007,29.56431,-95.395074,"Pearland, TX, USA"
e6bc022c-d962-43df-b991-38ed57f84d69,29.572337,-95.253557,"Pearland, TX, USA"
d1fef248-3592-4826-837d-d273c54ac55a,29.564687,-95.298416,"Pearland, TX, USA"
fec62dc0-0e60-410b-9411-3d2ce4170b23,29.542893,-95.294326,"Pearland, TX, USA"
e48af93b-537f-4863-aeee-15177f97cb46,29.562706,-95.336765,"Pearland, TX, USA"
f814d253-2784-45f7-a63f-e3a09600fd24,29.538083,-95.356421,"Pearland, TX, USA"
947b1668-6c16-4e84-94d0-02bd3b80835d,29.556439,-95.435716,"Pearland, TX, USA"
6ae017d1-4fab-4523-995f-7054bffb56b5,29.547359,-95.32444,"Pearland, TX, USA"
c8f9da26-8242-404c-8daf-241e36ee9700,29.553738,-95.2226,"Pearland, TX, USA"
63318faf-aa41-49ec-b0cb-11f96716fa7f,29.537096,-95.297825,"Pearland, TX, USA"
7adfa93f-aeda-4806-9a42-087faebce90c,29.566563,-95.436552,"Pearland, TX, USA"
c707bd06-98b6-44f9-af81-0225a9c2ead7,29.570644,-95.418989,"Pearland, TX, USA"
d344f891-6c44-476f-9c75-2c3640105e8c,29.54681,-95.397016,"Pearland, TX, USA"
67bf2034-cc45-4895-9e1b-561f5ce62846,29.579047,-95.367228,"Pearland, TX, USA"
03b17ec1-14fa-485c-b6bc-177a055dda9e,29.537694,-95.244828,"Pearland, TX, USA"
bb01fd8b-f6b4-4cbd-b8d9-9c7195b84252,29.536301,-95.327674,"Pearland, TX, USA"
c7cc3e8e-bb76-49aa-8fda-91c8af42637e,29.565196,-95.415236,"Pearland, TX, USA"
ac232e09-ec0d-40f8-aab3-9c4a8a62c5bc,29.555442,-95.274979,"Pearland, TX, USA"
30da970d-961d-496b-b35a-7a26426f8317,29.559978,-95.26827,"Pearland, TX, USA"
9ad5f116-6a5f-405b-8c35-f297d2db2c5f,29.550051,-95.303415,"Pearland, TX, USA"
4ad3dd20-7be9-49b0-960f-d34f8d844a70,29.545125,-95.410385,"Pearland, TX, USA"
27791bf6-e4a3-4f41-a8fe-c4b8217fd02b,29.554529,-95.287878,"Pearland, TX, USA"
60246895-0db7-4f62-b0a8-d77b2e15ef15,29.537322,-95.368155,"Pearland, TX, USA"
f569ef39-a001-4939-9e90-e480927f382c,29.581784,-95.310367,"Pearland, TX, USA"
9a3d0570-4ae0-4462-ba48-24e6abeb8aec,29.574189,-95.400964,"Pearland, TX, USA"
bbe5cf7d-7914-4d3d-8b9c-62a132213e06,29.570819,-95.308518,"Pearland, TX, USA"
1a8bcb9e-8466-41c4-ac85-bf044a6c12a9,29.565893,-95.223569,"Pearland, TX, USA"
0dbb452a-8c74-4d1f-9fd4-e69e726b169c,29.568808,-95.282083,"Pearland, TX, USA"
1e41a929-1d8c-4829-995c-67aaf35a7b81,29.544391,-95.260038,"Pearland, TX, USA"
86d4754e-aff4-429c-b3bf-45b7675a4c63,29.53383,-95.226249,"Pearland, TX, USA"
ae1cb9ce-3665-4d49-bb80-1062db4508be,29.502775,-95.277231,"Pearland, TX, USA"
4a9b8a0a-62ac-442e-8d6e-4766bd364f42,29.554233,-95.421541,"Pearland, TX, USA"
c1676dbd-d090-4607-9c1b-8ea9741e4081,29.567266,-95.360007,"Pearland, TX, USA"
52559793-56ec-43fd-98b7-6b1119c9ab0f,29.563693,-95.274379,"Pearland, TX, USA"
c688c89d-28a7-4ef8-9bd2-e760778b3b09,29.539867,-95.317395,"Pearland, TX, USA"
54a453d4-ad1b-4c21-8f1e-5fff49c25ea5,29.557174,-95.282375,"Pearland, TX, USA"
8340e4d9-c25d-49d9-ae19-cfea38ca06e6,29.526118,-95.334674,"Pearland, TX, USA"
89da2b73-3c90-4f1d-b2cd-8e9a0b4d65fd,29.574381,-95.432663,"Pearland, TX, USA"
4d846f3d-61e7-43b0-8b01-ee0eeeb44587,29.5709,-95.381984,"Pearland, TX, USA"
14c1f6a5-c4f5-4239-8cea-d0e6a27d8462,29.582353,-95.255019,"Pearland, TX, USA"
72bba3c4-2539-497e-971e-1dd473d0f357,29.571859,-95.345719,"Pearland, TX, USA"
9ac9edb4-cb37-4c2d-ac4b-4124d9ba43d6,29.531723,-95.345242,"Pearland, TX, USA"
8ab4d31c-41b7-49a4-a53d-6111a6fca8b5,29.593342,-95.328137,"Pearland, TX, USA"
2c1e9360-f594-4e27-9c3c-fda93ab1e903,29.547403,-95.37515,"Pearland, TX, USA"
7eb203f5-f2ed-42d4-9613-b101fb90e927,29.555735,-95.412222,"Pearland, TX, USA"
bd7cf156-0f00-4fe4-8ca6-594fe070eb9e,29.545709,-95.347927,"Pearland, TX, USA"
0fe621fa-3bb7-414e-a087-b988fc8895e5,29.547176,-95.367923,"Pearland, TX, USA"
816c89d6-ba49-4bd7-9ad3-a1b9f217dc77,29.56613,-95.371472,"Pearland, TX, USA"
50685b32-32c3-4ee5-9020-58bf3eac5c9a,29.52497,-95.340241,"Pearland, TX, USA"
421d03cb-7369-48fe-991c-27f4ef026de9,29.513852,-95.321836,"Pearland, TX, USA"
34f46d23-fd7e-49d6-aebf-90d5c10ffdd5,29.543802,-95.427262,"Pearland, TX, USA"
b2a15510-a084-45fe-b2ac-e1e3d9aab3d6,29.549854,-95.240168,"Pearland, TX, USA"
e82a7c7c-7b05-44fd-95de-91915f9da40f,29.542122,-95.225986,"Pearland, TX, USA"
c2e88c51-718d-49f1-8e24-dd9e08293d3b,29.53187,-95.221497,"Pearland, TX, USA"
0f98bd7e-8fab-4658-a68b-b41f6a6294f3,29.515772,-95.441658,"Pearland, TX, USA"
909df0b9-b90f-421c-baee-4dbef9067a23,29.583107,-95.266021,"Pearland, TX, USA"
4ebda812-0c4b-46ef-b11a-f83b9d9070a1,29.578323,-95.262149,"Pearland, TX, USA"
9af97f32-14b7-4624-b9d0-74ae41d89e54,29.553527,-95.366839,"Pearland, TX, USA"
ae17fcf0-a24a-439a-8e45-a3df6c39521c,29.533412,-95.302645,"Pearland, TX, USA"
3efc6adc-2178-41a3-8f9f-6b4f2b16d69c,29.575532,-95.27214,"Pearland, TX, USA"
19c32d2c-3bee-4eb3-bed0-8fb62bfd0ac4,29.571023,-95.339102,"Pearland, TX, USA"
36f6cdc6-85d6-49f9-a352-e9d5546680c5,29.554972,-95.237618,"Pearland, TX, USA"
330df58b-f8c4-4d86-8c06-ac00937d513b,29.551475,-95.250525,"Pearland, TX, USA"
1e5332a8-89ec-4f7b-a30a-f77a685eb3a9,29.559754,-95.368519,"Pearland, TX, USA"
3acf8ebf-6d67-4b08-9e0a-1d952afba8fd,29.592351,-95.280577,"Pearland, TX, USA"
ed51183f-7e5f-4c21-b7c6-243ac909f483,29.547033,-95.381818,"Pearland, TX, USA"
96b9c6e9-3ada-4699-ae0c-c0b2132046b9,29.553237,-95.406001,"Pearland, TX, USA"
a41ee329-5264-4bfb-a1c6-49f6de66daa7,29.589182,-95.274617,"Pearland, TX, USA"
d00ecd6c-dbbc-42a9-ab58-13ed7d1c8174,29.564519,-95.267172,"Pearland, TX, USA"
89dd8ac3-68ee-4450-afe5-0a644d2fd791,29.532191,-95.313716,"Pearland, TX, USA"
82bc8e34-8ba4-46e6-a976-dc0cc093b419,29.585949,-95.281899,"Pearland, TX, USA"
c17a6598-0480-425d-96d4-ee7913fe0a3f,29.557895,-95.40459,"Pearland, TX, USA"
9b6ad16e-4204-44a5-847b-c79000e3f925,29.565723,-95.322059,"Pearland, TX, USA"
8c59dffd-6a86-4397-8e16-76ad48ea10da,29.550287,-95.359569,"Pearland, TX, USA"
8701d12a-cb8a-458d-be09-f6731e957e60,29.544974,-95.248645,"Pearland, TX, USA"
3874b438-b3de-4bab-832e-08c12146b290,29.541383,-95.372617,"Pearland, TX, USA"
9ef27112-9422-4ed7-a434-b1b9d94e660a,29.541487,-95.28684,"Pearland, TX, USA"
9f48bec7-256a-4b75-9c3c-44068c5b3209,29.553197,-95.295414,"Pearland, TX, USA"
508f348f-a552-450c-a8cb-5ec64d3794eb,29.554897,-95.256122,"Pearland, TX, USA"
25689718-ad60-4f5e-9fb7-d575829e5a24,29.57525,-95.32789,"Pearland, TX, USA"
ac3dea3d-2ed8-4f10-a306-76097975a162,29.543879,-95.240722,"Pearland, TX, USA"
939c746e-26aa-401a-874b-d7d8ef2d6b08,29.551586,-95.341614,"Pearland, TX, USA"
f0b089b4-dc66-4b30-bc95-9e6d1de84f1e,29.570332,-95.351309,"Pearland, TX, USA"
891405a5-6bb2-4865-a5ae-a405b2e52f4d,29.583025,-95.376068,"Pearland, TX, USA"
aec44d7f-aa5c-46d0-b222-d3ba4201d8ed,29.536897,-95.237826,"Pearland, TX, USA"
7396fcac-e933-40de-be9b-9a3677b1b19c,29.532274,-95.359745,"Pearland, TX, USA"
864852af-1760-423c-ad02-e4119e68863e,29.565309,-95.231526,"Pearland, TX, USA"
ac060276-3f2c-4a3c-8259-bb5b2e3434c9,29.574122,-95.423281,"Pearland, TX, USA"
c129c44b-66ef-4fdf-8ba5-f5e0503eda90,29.498562,-95.771678,"Richmond, TX, USA"
1c26495e-e73c-451b-8af9-3dac299709e6,29.540103,-95.688716,"Richmond, TX, USA"
ee7b870e-2837-4af8-9a53-4f8b9f092218,29.64305,-95.714459,"Richmond, TX, USA"
110758c2-3af7-4d40-b3b2-0cbf6d8a8d77,29.571811,-95.766752,"Richmond, TX, USA"
10f3ac61-ed30-42cb-b3b4-30a4016fc803,29.697118,-95.781778,"Richmond, TX, USA"
08f8aaea-aa97-4ded-b9e5-8a38f358c060,29.596759,-95.805477,"Richmond, TX, USA"
c0f3cea5-15b0-4e01-a9ee-29d3877b737d,29.545977,-95.71121,"Richmond, TX, USA"
a05d45fe-7ce7-49de-8389-dc4274af3441,29.58406,-95.746591,"Richmond, TX, USA"
6299e435-b7b2-475e-9015-d74e9bd1ea63,29.685337,-95.807022,"Richmond, TX, USA"
40b3e54c-baf2-4a9c-9c8a-7f090fdb1a7b,29.62022,-95.730063,"Richmond, TX, USA"
e6ce6e27-0bcb-49e8-b1cb-b22c0dd11210,29.521733,-95.752751,"Richmond, TX, USA"
dadf625f-91fd-4672-ab4a-970863fc9074,29.693907,-95.823399,"Richmond, TX, USA"
23d4e769-5f07-4328-a7eb-971df06faa80,29.697308,-95.722426,"Richmond, TX, USA"
f259c865-5345-4190-8813-0976d63d290b,29.672716,-95.729342,"Richmond, TX, USA"
d57d58aa-166f-42ad-a39f-d995f140a754,29.70187,-95.7075,"Richmond, TX, USA"
65e78393-453d-49d9-966f-5cd592244955,29.68743,-95.758251,"Richmond, TX, USA"
59380a66-3182-4a3c-bd71-76c74f7a6bbb,29.560243,-95.712188,"Richmond, TX, USA"
ed7b803b-165b-42ce-9c3b-0ddc3d5d0b83,29.695058,-95.78739,"Richmond, TX, USA"
